1420,910,1717,1018,1003,602,822,1009,610,1440,922,500,1031,1557,1340,601,621,1050,575,1222,1107,0
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,5,0,2,7,0,1,10,0,0,0,0,0,0,2,1,1,0,0,30
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,3,2,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,5,1,3,21,2,3,0,6,0,0,6,0,1,1,5,5,1,0,62
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,2,0,1,0,1,2,0,1,1,0,0,0,1,0,0,0,2,0,0,0,11
0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
1,10,0,2,0,0,44,0,3,2,2,0,0,1,1,2,0,3,3,1,0,75
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,3,1,0,0,0,4,0,0,0,1,0,1,0,1,0,0,1,0,0,0,12
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0,2,0,0,0,0,2,0,2,0,1,0,0,0,1,0,1,1,1,0,0,11
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
0,3,0,2,1,1,6,3,0,1,1,0,0,0,0,4,1,2,2,1,0,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1,2,0,0,1,0,4,1,2,0,0,0,0,0,1,2,1,0,0,1,0,16
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,35,5,16,5,30,106,7,13,7,12,0,2,9,7,10,7,26,15,5,1,322
